timestamp_utc,model,condition,task,number,band,source_text,gold_text,gold_number,raw_output,pred_text,pred_norm,pred_number,correct,latency_sec,usage_input_tokens,usage_output_tokens,error
2026-03-08 21:42:37.053034+00:00,gpt-4.1,direct,digit_to_word,59.0,0-69,59,cinquante-neuf,59.0,cinquante-neuf,cinquante-neuf,cinquante-neuf,,1,0.5760000000000001,52,6,
2026-03-08 21:42:38.288130+00:00,gpt-4.1,direct,digit_to_word,60.0,0-69,60,soixante,60.0,soixante,soixante,soixante,,1,1.235,52,4,
2026-03-08 21:42:38.721545+00:00,gpt-4.1,direct,digit_to_word,61.0,0-69,61,soixante et un,61.0,soixante et un,soixante et un,soixante et un,,1,0.433,52,6,
2026-03-08 21:42:39.324723+00:00,gpt-4.1,direct,digit_to_word,62.0,0-69,62,soixante-deux,62.0,soixante-deux,soixante-deux,soixante-deux,,1,0.603,52,6,
2026-03-08 21:42:39.816979+00:00,gpt-4.1,direct,digit_to_word,63.0,0-69,63,soixante-trois,63.0,soixante-trois,soixante-trois,soixante-trois,,1,0.492,52,7,
2026-03-08 21:42:40.318643+00:00,gpt-4.1,direct,digit_to_word,64.0,0-69,64,soixante-quatre,64.0,soixante-quatre,soixante-quatre,soixante-quatre,,1,0.501,52,6,
2026-03-08 21:42:40.848475+00:00,gpt-4.1,direct,digit_to_word,65.0,0-69,65,soixante-cinq,65.0,soixante-cinq,soixante-cinq,soixante-cinq,,1,0.53,52,6,
2026-03-08 21:42:41.325176+00:00,gpt-4.1,direct,digit_to_word,66.0,0-69,66,soixante-six,66.0,soixante-six,soixante-six,soixante-six,,1,0.47600000000000003,52,5,
2026-03-08 21:42:41.932396+00:00,gpt-4.1,direct,digit_to_word,67.0,0-69,67,soixante-sept,67.0,soixante-sept,soixante-sept,soixante-sept,,1,0.607,52,6,
2026-03-08 21:42:42.430610+00:00,gpt-4.1,direct,digit_to_word,68.0,0-69,68,soixante-huit,68.0,soixante-huit,soixante-huit,soixante-huit,,1,0.498,52,6,
2026-03-08 21:42:42.895107+00:00,gpt-4.1,direct,digit_to_word,69.0,0-69,69,soixante-neuf,69.0,soixante-neuf,soixante-neuf,soixante-neuf,,1,0.464,52,6,
2026-03-08 21:42:44.004381+00:00,gpt-4.1,direct,digit_to_word,70.0,70-99,70,soixante-dix,70.0,soixante-dix,soixante-dix,soixante-dix,,1,1.109,52,6,
2026-03-08 21:42:44.668063+00:00,gpt-4.1,direct,digit_to_word,71.0,70-99,71,soixante et onze,71.0,soixante et onze,soixante et onze,soixante et onze,,1,0.663,52,6,
2026-03-08 21:42:45.130244+00:00,gpt-4.1,direct,digit_to_word,72.0,70-99,72,soixante-douze,72.0,soixante-douze,soixante-douze,soixante-douze,,1,0.462,52,7,
2026-03-08 21:42:45.651789+00:00,gpt-4.1,direct,digit_to_word,73.0,70-99,73,soixante-treize,73.0,soixante-treize,soixante-treize,soixante-treize,,1,0.521,52,7,
2026-03-08 21:42:46.131198+00:00,gpt-4.1,direct,digit_to_word,74.0,70-99,74,soixante-quatorze,74.0,soixante-quatorze,soixante-quatorze,soixante-quatorze,,1,0.47900000000000004,52,7,
2026-03-08 21:42:46.836975+00:00,gpt-4.1,direct,digit_to_word,75.0,70-99,75,soixante-quinze,75.0,soixante-quinze,soixante-quinze,soixante-quinze,,1,0.706,52,7,
2026-03-08 21:42:47.373743+00:00,gpt-4.1,direct,digit_to_word,76.0,70-99,76,soixante-seize,76.0,soixante-seize,soixante-seize,soixante-seize,,1,0.537,52,6,
2026-03-08 21:42:48.015694+00:00,gpt-4.1,direct,digit_to_word,77.0,70-99,77,soixante-dix-sept,77.0,soixante-dix-sept,soixante-dix-sept,soixante-dix-sept,,1,0.642,52,8,
2026-03-08 21:42:48.643443+00:00,gpt-4.1,direct,digit_to_word,78.0,70-99,78,soixante-dix-huit,78.0,soixante-dix-huit,soixante-dix-huit,soixante-dix-huit,,1,0.627,52,8,
2026-03-08 21:42:49.174800+00:00,gpt-4.1,direct,digit_to_word,79.0,70-99,79,soixante-dix-neuf,79.0,soixante-dix-neuf,soixante-dix-neuf,soixante-dix-neuf,,1,0.531,52,8,
2026-03-08 21:42:49.704052+00:00,gpt-4.1,direct,digit_to_word,80.0,70-99,80,quatre-vingts,80.0,quatre-vingts,quatre-vingts,quatre-vingts,,1,0.529,52,6,
2026-03-08 21:42:50.340176+00:00,gpt-4.1,direct,digit_to_word,81.0,70-99,81,quatre-vingt-un,81.0,quatre-vingt-un,quatre-vingt-un,quatre-vingt-un,,1,0.636,52,7,
2026-03-08 21:42:50.850664+00:00,gpt-4.1,direct,digit_to_word,82.0,70-99,82,quatre-vingt-deux,82.0,quatre-vingt-deux,quatre-vingt-deux,quatre-vingt-deux,,1,0.51,52,8,
2026-03-08 21:42:51.461012+00:00,gpt-4.1,direct,digit_to_word,83.0,70-99,83,quatre-vingt-trois,83.0,quatre-vingt-trois,quatre-vingt-trois,quatre-vingt-trois,,1,0.61,52,9,
2026-03-08 21:42:54.715334+00:00,gpt-4.1,direct,digit_to_word,84.0,70-99,84,quatre-vingt-quatre,84.0,quatre-vingt-quatre,quatre-vingt-quatre,quatre-vingt-quatre,,1,3.254,52,8,
2026-03-08 21:42:55.132798+00:00,gpt-4.1,direct,digit_to_word,85.0,70-99,85,quatre-vingt-cinq,85.0,quatre-vingt-cinq,quatre-vingt-cinq,quatre-vingt-cinq,,1,0.417,52,8,
2026-03-08 21:42:55.656813+00:00,gpt-4.1,direct,digit_to_word,86.0,70-99,86,quatre-vingt-six,86.0,quatre-vingt-six,quatre-vingt-six,quatre-vingt-six,,1,0.524,52,7,
2026-03-08 21:42:56.260188+00:00,gpt-4.1,direct,digit_to_word,87.0,70-99,87,quatre-vingt-sept,87.0,quatre-vingt-sept,quatre-vingt-sept,quatre-vingt-sept,,1,0.603,52,8,
2026-03-08 21:42:57.145609+00:00,gpt-4.1,direct,digit_to_word,88.0,70-99,88,quatre-vingt-huit,88.0,quatre-vingt-huit,quatre-vingt-huit,quatre-vingt-huit,,1,0.885,52,8,
2026-03-08 21:42:57.940192+00:00,gpt-4.1,direct,digit_to_word,89.0,70-99,89,quatre-vingt-neuf,89.0,quatre-vingt-neuf,quatre-vingt-neuf,quatre-vingt-neuf,,1,0.794,52,8,
2026-03-08 21:42:58.479259+00:00,gpt-4.1,direct,digit_to_word,90.0,70-99,90,quatre-vingt-dix,90.0,quatre-vingt-dix,quatre-vingt-dix,quatre-vingt-dix,,1,0.539,52,8,
2026-03-08 21:42:59.186800+00:00,gpt-4.1,direct,digit_to_word,91.0,70-99,91,quatre-vingt-onze,91.0,quatre-vingt-onze,quatre-vingt-onze,quatre-vingt-onze,,1,0.707,52,8,
2026-03-08 21:42:59.670103+00:00,gpt-4.1,direct,digit_to_word,92.0,70-99,92,quatre-vingt-douze,92.0,quatre-vingt-douze,quatre-vingt-douze,quatre-vingt-douze,,1,0.483,52,9,
2026-03-08 21:43:00.345104+00:00,gpt-4.1,direct,digit_to_word,93.0,70-99,93,quatre-vingt-treize,93.0,quatre-vingt-treize,quatre-vingt-treize,quatre-vingt-treize,,1,0.675,52,9,
2026-03-08 21:43:00.980130+00:00,gpt-4.1,direct,digit_to_word,94.0,70-99,94,quatre-vingt-quatorze,94.0,quatre-vingt-quatorze,quatre-vingt-quatorze,quatre-vingt-quatorze,,1,0.635,52,9,
2026-03-08 21:43:01.419735+00:00,gpt-4.1,direct,digit_to_word,95.0,70-99,95,quatre-vingt-quinze,95.0,quatre-vingt-quinze,quatre-vingt-quinze,quatre-vingt-quinze,,1,0.439,52,9,
2026-03-08 21:43:01.946065+00:00,gpt-4.1,direct,digit_to_word,96.0,70-99,96,quatre-vingt-seize,96.0,quatre-vingt-seize,quatre-vingt-seize,quatre-vingt-seize,,1,0.526,52,8,
2026-03-08 21:43:02.529617+00:00,gpt-4.1,direct,digit_to_word,97.0,70-99,97,quatre-vingt-dix-sept,97.0,quatre-vingt-dix-sept,quatre-vingt-dix-sept,quatre-vingt-dix-sept,,1,0.583,52,10,
2026-03-08 21:43:03.110169+00:00,gpt-4.1,direct,digit_to_word,98.0,70-99,98,quatre-vingt-dix-huit,98.0,quatre-vingt-dix-huit,quatre-vingt-dix-huit,quatre-vingt-dix-huit,,1,0.58,52,10,
2026-03-08 21:43:04.245512+00:00,gpt-4.1,direct,digit_to_word,99.0,70-99,99,quatre-vingt-dix-neuf,99.0,quatre-vingt-dix-neuf,quatre-vingt-dix-neuf,quatre-vingt-dix-neuf,,1,1.135,52,10,
2026-03-08 21:43:04.824991+00:00,gpt-4.1,direct,digit_to_word,100.0,100-199,100,cent,100.0,cent,cent,cent,,1,0.579,52,2,
2026-03-08 21:43:05.322439+00:00,gpt-4.1,direct,digit_to_word,101.0,100-199,101,cent un,101.0,cent un,cent un,cent un,,1,0.497,52,3,
2026-03-08 21:43:05.765580+00:00,gpt-4.1,direct,digit_to_word,102.0,100-199,102,cent deux,102.0,cent deux,cent deux,cent deux,,1,0.443,52,3,
2026-03-08 21:43:06.279170+00:00,gpt-4.1,direct,digit_to_word,103.0,100-199,103,cent trois,103.0,cent trois,cent trois,cent trois,,1,0.513,52,3,
2026-03-08 21:43:06.664792+00:00,gpt-4.1,direct,digit_to_word,104.0,100-199,104,cent quatre,104.0,cent quatre,cent quatre,cent quatre,,1,0.385,52,3,
2026-03-08 21:43:07.174223+00:00,gpt-4.1,direct,digit_to_word,105.0,100-199,105,cent cinq,105.0,cent cinq,cent cinq,cent cinq,,1,0.509,52,3,
2026-03-08 21:43:07.646893+00:00,gpt-4.1,direct,digit_to_word,106.0,100-199,106,cent six,106.0,cent six,cent six,cent six,,1,0.47200000000000003,52,3,
2026-03-08 21:43:08.158450+00:00,gpt-4.1,direct,digit_to_word,107.0,100-199,107,cent sept,107.0,cent sept,cent sept,cent sept,,1,0.511,52,3,
2026-03-08 21:43:08.666725+00:00,gpt-4.1,direct,digit_to_word,108.0,100-199,108,cent huit,108.0,cent huit,cent huit,cent huit,,1,0.508,52,3,
2026-03-08 21:43:09.088138+00:00,gpt-4.1,direct,digit_to_word,109.0,100-199,109,cent neuf,109.0,cent neuf,cent neuf,cent neuf,,1,0.421,52,3,
2026-03-08 21:43:09.511000+00:00,gpt-4.1,direct,digit_to_word,110.0,100-199,110,cent dix,110.0,cent dix,cent dix,cent dix,,1,0.423,52,3,
2026-03-08 21:43:10.198310+00:00,gpt-4.1,direct,digit_to_word,111.0,100-199,111,cent onze,111.0,cent onze,cent onze,cent onze,,1,0.687,52,3,
2026-03-08 21:43:10.664734+00:00,gpt-4.1,direct,digit_to_word,112.0,100-199,112,cent douze,112.0,cent douze,cent douze,cent douze,,1,0.466,52,4,
2026-03-08 21:43:11.311653+00:00,gpt-4.1,direct,digit_to_word,113.0,100-199,113,cent treize,113.0,cent treize,cent treize,cent treize,,1,0.647,52,4,
2026-03-08 21:43:11.902095+00:00,gpt-4.1,direct,digit_to_word,114.0,100-199,114,cent quatorze,114.0,cent quatorze,cent quatorze,cent quatorze,,1,0.59,52,5,
2026-03-08 21:43:12.370312+00:00,gpt-4.1,direct,digit_to_word,115.0,100-199,115,cent quinze,115.0,cent quinze,cent quinze,cent quinze,,1,0.468,52,3,
2026-03-08 21:43:13.170599+00:00,gpt-4.1,direct,digit_to_word,116.0,100-199,116,cent seize,116.0,cent seize,cent seize,cent seize,,1,0.8,52,3,
2026-03-08 21:43:13.824277+00:00,gpt-4.1,direct,digit_to_word,117.0,100-199,117,cent dix-sept,117.0,cent dix-sept,cent dix-sept,cent dix-sept,,1,0.653,52,5,
2026-03-08 21:43:14.332157+00:00,gpt-4.1,direct,digit_to_word,118.0,100-199,118,cent dix-huit,118.0,cent dix-huit,cent dix-huit,cent dix-huit,,1,0.508,52,5,
2026-03-08 21:43:14.817091+00:00,gpt-4.1,direct,digit_to_word,119.0,100-199,119,cent dix-neuf,119.0,cent dix-neuf,cent dix-neuf,cent dix-neuf,,1,0.485,52,5,
2026-03-08 21:43:15.566281+00:00,gpt-4.1,direct,digit_to_word,120.0,100-199,120,cent vingt,120.0,cent vingt,cent vingt,cent vingt,,1,0.749,52,3,
2026-03-08 21:43:16.075495+00:00,gpt-4.1,direct,digit_to_word,121.0,100-199,121,cent vingt et un,121.0,cent vingt et un,cent vingt et un,cent vingt et un,,1,0.509,52,5,
2026-03-08 21:43:16.601975+00:00,gpt-4.1,direct,digit_to_word,122.0,100-199,122,cent vingt-deux,122.0,cent vingt-deux,cent vingt-deux,cent vingt-deux,,1,0.526,52,5,
2026-03-08 21:43:17.240114+00:00,gpt-4.1,direct,digit_to_word,123.0,100-199,123,cent vingt-trois,123.0,cent vingt-trois,cent vingt-trois,cent vingt-trois,,1,0.638,52,6,
2026-03-08 21:43:17.838372+00:00,gpt-4.1,direct,digit_to_word,124.0,100-199,124,cent vingt-quatre,124.0,cent vingt-quatre,cent vingt-quatre,cent vingt-quatre,,1,0.598,52,5,
2026-03-08 21:43:18.514684+00:00,gpt-4.1,direct,digit_to_word,125.0,100-199,125,cent vingt-cinq,125.0,cent vingt-cinq,cent vingt-cinq,cent vingt-cinq,,1,0.676,52,5,
2026-03-08 21:43:18.998268+00:00,gpt-4.1,direct,digit_to_word,126.0,100-199,126,cent vingt-six,126.0,cent vingt-six,cent vingt-six,cent vingt-six,,1,0.483,52,4,
2026-03-08 21:43:20.493885+00:00,gpt-4.1,direct,digit_to_word,127.0,100-199,127,cent vingt-sept,127.0,cent vingt-sept,cent vingt-sept,cent vingt-sept,,1,1.495,52,5,
2026-03-08 21:43:21.056449+00:00,gpt-4.1,direct,digit_to_word,128.0,100-199,128,cent vingt-huit,128.0,cent vingt-huit,cent vingt-huit,cent vingt-huit,,1,0.562,52,5,
2026-03-08 21:43:21.458331+00:00,gpt-4.1,direct,digit_to_word,129.0,100-199,129,cent vingt-neuf,129.0,cent vingt-neuf,cent vingt-neuf,cent vingt-neuf,,1,0.402,52,5,
2026-03-08 21:43:21.956708+00:00,gpt-4.1,direct,digit_to_word,130.0,100-199,130,cent trente,130.0,cent trente,cent trente,cent trente,,1,0.498,52,3,
2026-03-08 21:43:22.425398+00:00,gpt-4.1,direct,digit_to_word,131.0,100-199,131,cent trente et un,131.0,cent trente et un,cent trente et un,cent trente et un,,1,0.468,52,5,
2026-03-08 21:43:22.953755+00:00,gpt-4.1,direct,digit_to_word,132.0,100-199,132,cent trente-deux,132.0,cent trente-deux,cent trente-deux,cent trente-deux,,1,0.528,52,5,
2026-03-08 21:43:23.584685+00:00,gpt-4.1,direct,digit_to_word,133.0,100-199,133,cent trente-trois,133.0,cent trente-trois,cent trente-trois,cent trente-trois,,1,0.631,52,6,
2026-03-08 21:43:24.480447+00:00,gpt-4.1,direct,digit_to_word,134.0,100-199,134,cent trente-quatre,134.0,cent trente-quatre,cent trente-quatre,cent trente-quatre,,1,0.895,52,5,
2026-03-08 21:43:25.093951+00:00,gpt-4.1,direct,digit_to_word,135.0,100-199,135,cent trente-cinq,135.0,cent trente-cinq,cent trente-cinq,cent trente-cinq,,1,0.613,52,5,
2026-03-08 21:43:25.650439+00:00,gpt-4.1,direct,digit_to_word,136.0,100-199,136,cent trente-six,136.0,cent trente-six,cent trente-six,cent trente-six,,1,0.556,52,4,
2026-03-08 21:43:26.727828+00:00,gpt-4.1,direct,digit_to_word,137.0,100-199,137,cent trente-sept,137.0,cent trente-sept,cent trente-sept,cent trente-sept,,1,1.077,52,5,
2026-03-08 21:43:27.320550+00:00,gpt-4.1,direct,digit_to_word,138.0,100-199,138,cent trente-huit,138.0,cent trente-huit,cent trente-huit,cent trente-huit,,1,0.592,52,5,
2026-03-08 21:43:27.829930+00:00,gpt-4.1,direct,digit_to_word,139.0,100-199,139,cent trente-neuf,139.0,cent trente-neuf,cent trente-neuf,cent trente-neuf,,1,0.509,52,5,
2026-03-08 21:43:28.376589+00:00,gpt-4.1,direct,digit_to_word,140.0,100-199,140,cent quarante,140.0,cent quarante,cent quarante,cent quarante,,1,0.546,52,4,
2026-03-08 21:43:28.853138+00:00,gpt-4.1,direct,digit_to_word,141.0,100-199,141,cent quarante et un,141.0,cent quarante et un,cent quarante et un,cent quarante et un,,1,0.47600000000000003,52,6,
2026-03-08 21:43:29.514795+00:00,gpt-4.1,direct,digit_to_word,142.0,100-199,142,cent quarante-deux,142.0,cent quarante-deux,cent quarante-deux,cent quarante-deux,,1,0.661,52,6,
2026-03-08 21:43:30.076133+00:00,gpt-4.1,direct,digit_to_word,143.0,100-199,143,cent quarante-trois,143.0,cent quarante-trois,cent quarante-trois,cent quarante-trois,,1,0.561,52,7,
2026-03-08 21:43:30.544980+00:00,gpt-4.1,direct,digit_to_word,144.0,100-199,144,cent quarante-quatre,144.0,cent quarante-quatre,cent quarante-quatre,cent quarante-quatre,,1,0.46900000000000003,52,6,
2026-03-08 21:43:31.173454+00:00,gpt-4.1,direct,digit_to_word,145.0,100-199,145,cent quarante-cinq,145.0,cent quarante-cinq,cent quarante-cinq,cent quarante-cinq,,1,0.628,52,6,
2026-03-08 21:43:31.706554+00:00,gpt-4.1,direct,digit_to_word,146.0,100-199,146,cent quarante-six,146.0,cent quarante-six,cent quarante-six,cent quarante-six,,1,0.533,52,5,
