timestamp_utc,model,condition,task,number,band,source_text,gold_text,gold_number,raw_output,pred_text,pred_norm,pred_number,correct,latency_sec,usage_input_tokens,usage_output_tokens,error
2026-03-08 21:39:44.935496+00:00,gpt-4.1,direct,digit_to_word,25,0-69,25,vingt-cinq,25,vingt-cinq,vingt-cinq,vingt-cinq,,1,0.5660000000000001,52,5,
2026-03-08 21:39:45.447491+00:00,gpt-4.1,direct,digit_to_word,26,0-69,26,vingt-six,26,vingt-six,vingt-six,vingt-six,,1,0.512,52,4,
2026-03-08 21:39:45.988351+00:00,gpt-4.1,direct,digit_to_word,27,0-69,27,vingt-sept,27,vingt-sept,vingt-sept,vingt-sept,,1,0.541,52,5,
2026-03-08 21:39:46.466078+00:00,gpt-4.1,direct,digit_to_word,28,0-69,28,vingt-huit,28,vingt-huit,vingt-huit,vingt-huit,,1,0.47800000000000004,52,5,
2026-03-08 21:39:46.983762+00:00,gpt-4.1,direct,digit_to_word,29,0-69,29,vingt-neuf,29,vingt-neuf,vingt-neuf,vingt-neuf,,1,0.517,52,5,
2026-03-08 21:39:47.476562+00:00,gpt-4.1,reasoned,digit_to_word,0,0-69,0,zero,0,FINAL:zéro,zéro,zéro,,0,0.492,58,4,
2026-03-08 21:39:48.299281+00:00,gpt-4.1,reasoned,digit_to_word,1,0-69,1,un,1,FINAL: un,un,un,,1,0.8220000000000001,58,4,
2026-03-08 21:39:48.742168+00:00,gpt-4.1,reasoned,digit_to_word,2,0-69,2,deux,2,FINAL: deux,deux,deux,,1,0.443,58,4,
2026-03-08 21:39:49.392426+00:00,gpt-4.1,reasoned,digit_to_word,3,0-69,3,trois,3,FINAL: trois,trois,trois,,1,0.65,58,4,
2026-03-08 21:39:49.957532+00:00,gpt-4.1,reasoned,digit_to_word,4,0-69,4,quatre,4,FINAL: quatre,quatre,quatre,,1,0.5650000000000001,58,4,
2026-03-08 21:39:50.463703+00:00,gpt-4.1,reasoned,digit_to_word,5,0-69,5,cinq,5,FINAL:cinq,cinq,cinq,,1,0.506,58,4,
2026-03-08 21:39:50.995704+00:00,gpt-4.1,reasoned,digit_to_word,6,0-69,6,six,6,FINAL: six,six,six,,1,0.532,58,4,
2026-03-08 21:39:51.505283+00:00,gpt-4.1,reasoned,digit_to_word,7,0-69,7,sept,7,FINAL: sept,sept,sept,,1,0.509,58,4,
2026-03-08 21:39:52.180406+00:00,gpt-4.1,reasoned,digit_to_word,8,0-69,8,huit,8,FINAL: huit,huit,huit,,1,0.675,58,4,
2026-03-08 21:39:52.922454+00:00,gpt-4.1,reasoned,digit_to_word,9,0-69,9,neuf,9,FINAL: neuf,neuf,neuf,,1,0.742,58,4,
2026-03-08 21:39:53.529770+00:00,gpt-4.1,reasoned,digit_to_word,10,0-69,10,dix,10,FINAL:dix,dix,dix,,1,0.607,58,4,
2026-03-08 21:39:54.334379+00:00,gpt-4.1,reasoned,digit_to_word,11,0-69,11,onze,11,FINAL: onze,onze,onze,,1,0.804,58,4,
2026-03-08 21:39:54.837207+00:00,gpt-4.1,reasoned,digit_to_word,12,0-69,12,douze,12,FINAL: douze,douze,douze,,1,0.503,58,5,
2026-03-08 21:39:55.337637+00:00,gpt-4.1,reasoned,digit_to_word,13,0-69,13,treize,13,FINAL: treize,treize,treize,,1,0.5,58,5,
2026-03-08 21:39:55.807818+00:00,gpt-4.1,reasoned,digit_to_word,14,0-69,14,quatorze,14,FINAL: quatorze,quatorze,quatorze,,1,0.47000000000000003,58,6,
2026-03-08 21:39:56.350085+00:00,gpt-4.1,reasoned,digit_to_word,15,0-69,15,quinze,15,FINAL: quinze,quinze,quinze,,1,0.542,58,4,
2026-03-08 21:39:58.364234+00:00,gpt-4.1,reasoned,digit_to_word,16,0-69,16,seize,16,FINAL: seize,seize,seize,,1,2.014,58,4,
2026-03-08 21:39:59.017437+00:00,gpt-4.1,reasoned,digit_to_word,17,0-69,17,dix-sept,17,FINAL:dix-sept,dix-sept,dix-sept,,1,0.653,58,6,
2026-03-08 21:40:00.122468+00:00,gpt-4.1,reasoned,digit_to_word,18,0-69,18,dix-huit,18,FINAL:dix-huit,dix-huit,dix-huit,,1,1.105,58,6,
2026-03-08 21:40:00.927232+00:00,gpt-4.1,reasoned,digit_to_word,19,0-69,19,dix-neuf,19,FINAL:dix-neuf,dix-neuf,dix-neuf,,1,0.804,58,6,
2026-03-08 21:40:01.474732+00:00,gpt-4.1,reasoned,digit_to_word,20,0-69,20,vingt,20,FINAL: vingt,vingt,vingt,,1,0.547,58,4,
2026-03-08 21:40:02.072174+00:00,gpt-4.1,reasoned,digit_to_word,21,0-69,21,vingt et un,21,FINAL: vingt et un,vingt et un,vingt et un,,1,0.597,58,6,
2026-03-08 21:40:02.681757+00:00,gpt-4.1,reasoned,digit_to_word,22,0-69,22,vingt-deux,22,FINAL: vingt-deux,vingt-deux,vingt-deux,,1,0.609,58,6,
2026-03-08 21:40:03.198383+00:00,gpt-4.1,reasoned,digit_to_word,23,0-69,23,vingt-trois,23,FINAL: vingt-trois,vingt-trois,vingt-trois,,1,0.516,58,7,
2026-03-08 21:40:04.179230+00:00,gpt-4.1,reasoned,digit_to_word,24,0-69,24,vingt-quatre,24,FINAL: vingt-quatre,vingt-quatre,vingt-quatre,,1,0.981,58,6,
2026-03-08 21:40:04.571092+00:00,gpt-4.1,reasoned,digit_to_word,25,0-69,25,vingt-cinq,25,FINAL: vingt-cinq,vingt-cinq,vingt-cinq,,1,0.392,58,6,
2026-03-08 21:40:05.082752+00:00,gpt-4.1,reasoned,digit_to_word,26,0-69,26,vingt-six,26,FINAL: vingt-six,vingt-six,vingt-six,,1,0.511,58,5,
2026-03-08 21:40:05.538222+00:00,gpt-4.1,reasoned,digit_to_word,27,0-69,27,vingt-sept,27,FINAL: vingt-sept,vingt-sept,vingt-sept,,1,0.455,58,6,
2026-03-08 21:40:06.055706+00:00,gpt-4.1,reasoned,digit_to_word,28,0-69,28,vingt-huit,28,FINAL: vingt-huit,vingt-huit,vingt-huit,,1,0.517,58,6,
2026-03-08 21:40:06.682702+00:00,gpt-4.1,reasoned,digit_to_word,29,0-69,29,vingt-neuf,29,FINAL: vingt-neuf,vingt-neuf,vingt-neuf,,1,0.627,58,6,
2026-03-08 21:40:07.398487+00:00,gpt-4.1-mini,direct,digit_to_word,0,0-69,0,zero,0,zéro,zéro,zéro,,0,0.715,52,3,
2026-03-08 21:40:07.919381+00:00,gpt-4.1-mini,direct,digit_to_word,1,0-69,1,un,1,un,un,un,,1,0.521,52,2,
2026-03-08 21:40:09.129693+00:00,gpt-4.1-mini,direct,digit_to_word,2,0-69,2,deux,2,deux,deux,deux,,1,1.21,52,3,
2026-03-08 21:40:09.854231+00:00,gpt-4.1-mini,direct,digit_to_word,3,0-69,3,trois,3,trois,trois,trois,,1,0.724,52,3,
2026-03-08 21:40:10.706553+00:00,gpt-4.1-mini,direct,digit_to_word,4,0-69,4,quatre,4,quatre,quatre,quatre,,1,0.852,52,3,
2026-03-08 21:40:11.635097+00:00,gpt-4.1-mini,direct,digit_to_word,5,0-69,5,cinq,5,cinq,cinq,cinq,,1,0.928,52,3,
2026-03-08 21:40:12.185618+00:00,gpt-4.1-mini,direct,digit_to_word,6,0-69,6,six,6,six,six,six,,1,0.55,52,2,
2026-03-08 21:40:12.776985+00:00,gpt-4.1-mini,direct,digit_to_word,7,0-69,7,sept,7,sept,sept,sept,,1,0.591,52,2,
2026-03-08 21:40:13.551364+00:00,gpt-4.1-mini,direct,digit_to_word,8,0-69,8,huit,8,huit,huit,huit,,1,0.774,52,3,
2026-03-08 21:40:14.154429+00:00,gpt-4.1-mini,direct,digit_to_word,9,0-69,9,neuf,9,neuf,neuf,neuf,,1,0.603,52,3,
2026-03-08 21:40:15.195451+00:00,gpt-4.1-mini,direct,digit_to_word,10,0-69,10,dix,10,dix,dix,dix,,1,1.041,52,3,
2026-03-08 21:40:15.962845+00:00,gpt-4.1-mini,direct,digit_to_word,11,0-69,11,onze,11,onze,onze,onze,,1,0.767,52,3,
2026-03-08 21:40:16.613778+00:00,gpt-4.1-mini,direct,digit_to_word,12,0-69,12,douze,12,douze,douze,douze,,1,0.651,52,3,
2026-03-08 21:40:17.246670+00:00,gpt-4.1-mini,direct,digit_to_word,13,0-69,13,treize,13,treize,treize,treize,,1,0.633,52,3,
2026-03-08 21:40:17.748164+00:00,gpt-4.1-mini,direct,digit_to_word,14,0-69,14,quatorze,14,quatorze,quatorze,quatorze,,1,0.501,52,4,
2026-03-08 21:40:18.211255+00:00,gpt-4.1-mini,direct,digit_to_word,15,0-69,15,quinze,15,quinze,quinze,quinze,,1,0.463,52,3,
2026-03-08 21:40:18.664992+00:00,gpt-4.1-mini,direct,digit_to_word,16,0-69,16,seize,16,seize,seize,seize,,1,0.454,52,3,
2026-03-08 21:40:19.271406+00:00,gpt-4.1-mini,direct,digit_to_word,17,0-69,17,dix-sept,17,dix-sept,dix-sept,dix-sept,,1,0.606,52,5,
2026-03-08 21:40:20.049351+00:00,gpt-4.1-mini,direct,digit_to_word,18,0-69,18,dix-huit,18,dix-huit,dix-huit,dix-huit,,1,0.778,52,5,
2026-03-08 21:40:20.577654+00:00,gpt-4.1-mini,direct,digit_to_word,19,0-69,19,dix-neuf,19,dix-neuf,dix-neuf,dix-neuf,,1,0.528,52,5,
2026-03-08 21:40:21.069559+00:00,gpt-4.1-mini,direct,digit_to_word,20,0-69,20,vingt,20,vingt,vingt,vingt,,1,0.492,52,3,
2026-03-08 21:40:21.947386+00:00,gpt-4.1-mini,direct,digit_to_word,21,0-69,21,vingt et un,21,vingt et un,vingt et un,vingt et un,,1,0.878,52,5,
2026-03-08 21:40:22.553134+00:00,gpt-4.1-mini,direct,digit_to_word,22,0-69,22,vingt-deux,22,vingt-deux,vingt-deux,vingt-deux,,1,0.605,52,5,
2026-03-08 21:40:24.487650+00:00,gpt-4.1-mini,direct,digit_to_word,23,0-69,23,vingt-trois,23,vingt-trois,vingt-trois,vingt-trois,,1,1.9340000000000002,52,6,
2026-03-08 21:40:25.025330+00:00,gpt-4.1-mini,direct,digit_to_word,24,0-69,24,vingt-quatre,24,vingt-quatre,vingt-quatre,vingt-quatre,,1,0.537,52,5,
2026-03-08 21:40:25.693050+00:00,gpt-4.1-mini,direct,digit_to_word,25,0-69,25,vingt-cinq,25,vingt-cinq,vingt-cinq,vingt-cinq,,1,0.667,52,5,
2026-03-08 21:40:26.162097+00:00,gpt-4.1-mini,direct,digit_to_word,26,0-69,26,vingt-six,26,vingt-six,vingt-six,vingt-six,,1,0.46900000000000003,52,4,
2026-03-08 21:40:26.821436+00:00,gpt-4.1-mini,direct,digit_to_word,27,0-69,27,vingt-sept,27,vingt-sept,vingt-sept,vingt-sept,,1,0.659,52,5,
2026-03-08 21:40:27.469582+00:00,gpt-4.1-mini,direct,digit_to_word,28,0-69,28,vingt-huit,28,vingt-huit,vingt-huit,vingt-huit,,1,0.648,52,5,
2026-03-08 21:40:28.028714+00:00,gpt-4.1-mini,direct,digit_to_word,29,0-69,29,vingt-neuf,29,vingt-neuf,vingt-neuf,vingt-neuf,,1,0.559,52,5,
2026-03-08 21:40:28.745587+00:00,gpt-4.1-mini,reasoned,digit_to_word,0,0-69,0,zero,0,FINAL:zéro,zéro,zéro,,0,0.716,58,4,
2026-03-08 21:40:29.271480+00:00,gpt-4.1-mini,reasoned,digit_to_word,1,0-69,1,un,1,FINAL: un,un,un,,1,0.526,58,4,
2026-03-08 21:40:29.708716+00:00,gpt-4.1-mini,reasoned,digit_to_word,2,0-69,2,deux,2,FINAL: deux,deux,deux,,1,0.437,58,4,
2026-03-08 21:40:30.121212+00:00,gpt-4.1-mini,reasoned,digit_to_word,3,0-69,3,trois,3,FINAL: trois,trois,trois,,1,0.41200000000000003,58,4,
2026-03-08 21:40:30.557482+00:00,gpt-4.1-mini,reasoned,digit_to_word,4,0-69,4,quatre,4,FINAL: quatre,quatre,quatre,,1,0.436,58,4,
2026-03-08 21:40:31.135204+00:00,gpt-4.1-mini,reasoned,digit_to_word,5,0-69,5,cinq,5,FINAL:cinq,cinq,cinq,,1,0.577,58,4,
2026-03-08 21:40:31.942544+00:00,gpt-4.1-mini,reasoned,digit_to_word,6,0-69,6,six,6,FINAL: six,six,six,,1,0.807,58,4,
2026-03-08 21:40:32.542991+00:00,gpt-4.1-mini,reasoned,digit_to_word,7,0-69,7,sept,7,FINAL: sept,sept,sept,,1,0.6000000000000001,58,4,
2026-03-08 21:40:34.735615+00:00,gpt-4.1-mini,reasoned,digit_to_word,8,0-69,8,huit,8,FINAL:huit,huit,huit,,1,2.192,58,4,
2026-03-08 21:40:35.257807+00:00,gpt-4.1-mini,reasoned,digit_to_word,9,0-69,9,neuf,9,FINAL: neuf,neuf,neuf,,1,0.522,58,4,
2026-03-08 21:40:35.766455+00:00,gpt-4.1-mini,reasoned,digit_to_word,10,0-69,10,dix,10,FINAL:dix,dix,dix,,1,0.508,58,4,
2026-03-08 21:40:36.246806+00:00,gpt-4.1-mini,reasoned,digit_to_word,11,0-69,11,onze,11,FINAL: onze,onze,onze,,1,0.48,58,4,
2026-03-08 21:40:36.758212+00:00,gpt-4.1-mini,reasoned,digit_to_word,12,0-69,12,douze,12,FINAL: douze,douze,douze,,1,0.511,58,5,
2026-03-08 21:40:37.950750+00:00,gpt-4.1-mini,reasoned,digit_to_word,13,0-69,13,treize,13,FINAL: treize,treize,treize,,1,1.192,58,5,
2026-03-08 21:40:38.440925+00:00,gpt-4.1-mini,reasoned,digit_to_word,14,0-69,14,quatorze,14,FINAL: quatorze,quatorze,quatorze,,1,0.49,58,6,
2026-03-08 21:40:39.953655+00:00,gpt-4.1-mini,reasoned,digit_to_word,15,0-69,15,quinze,15,FINAL: quinze,quinze,quinze,,1,1.512,58,4,
2026-03-08 21:40:40.758692+00:00,gpt-4.1-mini,reasoned,digit_to_word,16,0-69,16,seize,16,FINAL: seize,seize,seize,,1,0.805,58,4,
2026-03-08 21:40:41.445818+00:00,gpt-4.1-mini,reasoned,digit_to_word,17,0-69,17,dix-sept,17,FINAL:dix-sept,dix-sept,dix-sept,,1,0.687,58,6,
2026-03-08 21:40:42.079129+00:00,gpt-4.1-mini,reasoned,digit_to_word,18,0-69,18,dix-huit,18,FINAL:dix-huit,dix-huit,dix-huit,,1,0.633,58,6,
2026-03-08 21:40:42.840080+00:00,gpt-4.1-mini,reasoned,digit_to_word,19,0-69,19,dix-neuf,19,FINAL:dix-neuf,dix-neuf,dix-neuf,,1,0.761,58,6,
2026-03-08 21:40:43.457215+00:00,gpt-4.1-mini,reasoned,digit_to_word,20,0-69,20,vingt,20,FINAL: vingt,vingt,vingt,,1,0.617,58,4,
2026-03-08 21:40:43.920867+00:00,gpt-4.1-mini,reasoned,digit_to_word,21,0-69,21,vingt et un,21,FINAL: vingt et un,vingt et un,vingt et un,,1,0.463,58,6,
2026-03-08 21:40:44.383433+00:00,gpt-4.1-mini,reasoned,digit_to_word,22,0-69,22,vingt-deux,22,FINAL: vingt-deux,vingt-deux,vingt-deux,,1,0.462,58,6,
2026-03-08 21:40:45.656207+00:00,gpt-4.1-mini,reasoned,digit_to_word,23,0-69,23,vingt-trois,23,FINAL: vingt-trois,vingt-trois,vingt-trois,,1,1.2730000000000001,58,7,
2026-03-08 21:40:46.414658+00:00,gpt-4.1-mini,reasoned,digit_to_word,24,0-69,24,vingt-quatre,24,FINAL: vingt-quatre,vingt-quatre,vingt-quatre,,1,0.758,58,6,
2026-03-08 21:40:47.052703+00:00,gpt-4.1-mini,reasoned,digit_to_word,25,0-69,25,vingt-cinq,25,FINAL: vingt-cinq,vingt-cinq,vingt-cinq,,1,0.638,58,6,
2026-03-08 21:40:47.702075+00:00,gpt-4.1-mini,reasoned,digit_to_word,26,0-69,26,vingt-six,26,FINAL: vingt-six,vingt-six,vingt-six,,1,0.649,58,5,
2026-03-08 21:40:48.320207+00:00,gpt-4.1-mini,reasoned,digit_to_word,27,0-69,27,vingt-sept,27,FINAL: vingt-sept,vingt-sept,vingt-sept,,1,0.618,58,6,
2026-03-08 21:40:48.999535+00:00,gpt-4.1-mini,reasoned,digit_to_word,28,0-69,28,vingt-huit,28,FINAL: vingt-huit,vingt-huit,vingt-huit,,1,0.679,58,6,
2026-03-08 21:40:49.569378+00:00,gpt-4.1-mini,reasoned,digit_to_word,29,0-69,29,vingt-neuf,29,FINAL: vingt-neuf,vingt-neuf,vingt-neuf,,1,0.5700000000000001,58,6,
